fid,pe_ubigeo,IDCCPP02,NOMBPV02,NOMBDI02,CODCCPP02,NOMCCPP02,CLASIF02,TOT_POB99,TOT_VIV99,CATCCPP02,NOMCAT02,X_COORD,Y_COORD
1189,100307,1003070034,DOS DE MAYO,CHUQUIS,34,MAMUCRO,RURAL,284,35,5,CASERIO,-76.71104,-9.66387
1190,100307,1003070035,DOS DE MAYO,CHUQUIS,35,SAN LUCAS DE QUIPAS,RURAL,60,12,6,ANEXO,-76.71729,-9.6657
1191,100313,1003130089,DOS DE MAYO,PACHAS,89,TASGASH,RURAL,200,40,5,CASERIO,-76.83673,-9.69794
1192,100313,1003130106,DOS DE MAYO,PACHAS,106,GOLLUMYA,RURAL,78,14,4,PUEBLO,-76.83033,-9.72655
1193,100313,1003130123,DOS DE MAYO,PACHAS,123,LLACCHE,RURAL,70,16,5,CASERIO,-76.83684,-9.74445
1194,100307,1003070045,DOS DE MAYO,CHUQUIS,45,MARCA JIRCAN,RURAL,80,22,6,ANEXO,-76.70313,-9.67936
1195,100307,1003070056,DOS DE MAYO,CHUQUIS,56,PUCAU,RURAL,276,53,5,CASERIO,-76.67548,-9.67744
1196,100307,1003070053,DOS DE MAYO,CHUQUIS,53,WISHLAJ,RURAL,260,75,5,CASERIO,-76.68414,-9.68319
1197,100307,1003070059,DOS DE MAYO,CHUQUIS,59,OGOPAMPA,RURAL,193,30,5,CASERIO,-76.67198,-9.67545
1198,100307,1003070074,DOS DE MAYO,CHUQUIS,74,JAUCHIN,RURAL,60,14,8,UNID.AGROPECUARIA,-76.66374,-9.67053
1199,100313,1003130004,DOS DE MAYO,PACHAS,4,QUIULLA PAMPA,RURAL,75,18,5,CASERIO,-76.72628,-9.60362
1200,100313,1003130002,DOS DE MAYO,PACHAS,2,HUARACUY,RURAL,81,19,6,ANEXO,-76.73013,-9.60234
1201,100307,1003070079,DOS DE MAYO,CHUQUIS,79,HUANCACHACA,RURAL,800,150,4,PUEBLO,-76.64966,-9.67561
1202,100307,1003070080,DOS DE MAYO,CHUQUIS,80,UNION LIBERTAD,RURAL,553,80,5,CASERIO,-76.64541,-9.68269
1203,100313,1003130003,DOS DE MAYO,PACHAS,3,CERRO AZUL DE ASHUAG,RURAL,180,31,5,CASERIO,-76.74871,-9.60182
1204,100307,1003070078,DOS DE MAYO,CHUQUIS,78,TIERRA BLANCA,RURAL,275,70,5,CASERIO,-76.65024,-9.67153
1205,100307,1003070077,DOS DE MAYO,CHUQUIS,77,ROSAPAMPA,RURAL,175,30,5,CASERIO,-76.65424,-9.67311
1206,100313,1003130029,DOS DE MAYO,PACHAS,29,MARISCAL RAMON CASTILLA,RURAL,80,20,5,CASERIO,-76.73789,-9.64917
1207,100313,1003130035,DOS DE MAYO,PACHAS,35,CACHCA,RURAL,65,13,8,UNID.AGROPECUARIA,-76.73609,-9.66034
1208,100313,1003130037,DOS DE MAYO,PACHAS,37,RANGRA,RURAL,60,12,8,UNID.AGROPECUARIA,-76.73642,-9.66834
1209,100313,1003130047,DOS DE MAYO,PACHAS,47,VILLA TACAJ (TACAPAMPA),RURAL,100,30,5,CASERIO,-76.74432,-9.67996
1210,100313,1003130045,DOS DE MAYO,PACHAS,45,YANUNA,RURAL,80,16,8,UNID.AGROPECUARIA,-76.73958,-9.68278
1211,100313,1003130044,DOS DE MAYO,PACHAS,44,CHICHISUCRO,RURAL,55,8,8,UNID.AGROPECUARIA,-76.74736,-9.67782
1212,100313,1003130043,DOS DE MAYO,PACHAS,43,TUPAC AMARU,RURAL,90,18,5,CASERIO,-76.7601,-9.68018
1213,100313,1003130048,DOS DE MAYO,PACHAS,48,WANSAYLO,RURAL,70,28,8,UNID.AGROPECUARIA,-76.76112,-9.683
1214,100307,1003070007,DOS DE MAYO,CHUQUIS,7,GASAPA,RURAL,220,30,14,BARRIO O CUARTEL,-76.6425,-9.61939
1215,100313,1003130050,DOS DE MAYO,PACHAS,50,SANTA ROSA DE ACCLLA HUALLIN,RURAL,225,45,4,PUEBLO,-76.7583,-9.68402
1216,100311,1003110009,DOS DE MAYO,MARIAS,9,CASHACUTA,RURAL,85,22,14,BARRIO O CUARTEL,-76.70338,-9.60465
1217,100311,1003110024,DOS DE MAYO,MARIAS,24,GUENEHUILCA,RURAL,80,18,4,PUEBLO,-76.67306,-9.60565
1218,100313,1003130012,DOS DE MAYO,PACHAS,12,TRINIDAD DE HUARIHUAIN,RURAL,80,20,5,CASERIO,-76.77646,-9.62501
1219,100313,1003130031,DOS DE MAYO,PACHAS,31,HANSAILO,RURAL,90,18,8,UNID.AGROPECUARIA,-76.782,-9.66122
1220,100311,1003110035,DOS DE MAYO,MARIAS,35,HUANCAYLO (BANCAYLLO),RURAL,85,17,5,CASERIO,-76.65324,-9.60049
1221,100311,1003110046,DOS DE MAYO,MARIAS,46,FONDO VADO,RURAL,62,21,8,UNID.AGROPECUARIA,-76.6176,-9.60673
1222,100313,1003130034,DOS DE MAYO,PACHAS,34,MANCALPA,RURAL,60,18,8,UNID.AGROPECUARIA,-76.74283,-9.6605
1223,100313,1003130058,DOS DE MAYO,PACHAS,58,PARASHPATA,RURAL,50,13,8,UNID.AGROPECUARIA,-76.77876,-9.7052
1224,100313,1003130066,DOS DE MAYO,PACHAS,66,GONARIN,RURAL,295,59,14,BARRIO O CUARTEL,-76.77964,-9.71382
1225,100313,1003130068,DOS DE MAYO,PACHAS,68,MIRAFLORES,RURAL,165,30,14,BARRIO O CUARTEL,-76.77409,-9.71586
1226,100313,1003130069,DOS DE MAYO,PACHAS,69,MANCA COTA,RURAL,160,40,14,BARRIO O CUARTEL,-76.78387,-9.72185
1227,100311,1003110059,DOS DE MAYO,MARIAS,59,UTUTO,RURAL,50,12,8,UNID.AGROPECUARIA,-76.51915,-9.56226
1228,100311,1003110057,DOS DE MAYO,MARIAS,57,TINGO,RURAL,70,14,8,UNID.AGROPECUARIA,-76.52165,-9.56026
1229,100311,1003110063,DOS DE MAYO,MARIAS,63,CHUSCOCOCHA,RURAL,150,40,5,CASERIO,-76.49042,-9.55435
1230,100311,1003110062,DOS DE MAYO,MARIAS,62,CUSHPE,RURAL,60,15,8,UNID.AGROPECUARIA,-76.49167,-9.56626
1231,100311,1003110065,DOS DE MAYO,MARIAS,65,YANACANCHA,RURAL,155,35,4,PUEBLO,-76.48342,-9.56601
1232,100311,1003110064,DOS DE MAYO,MARIAS,64,TINGO,RURAL,50,10,8,UNID.AGROPECUARIA,-76.48542,-9.56367
1233,100311,1003110117,DOS DE MAYO,MARIAS,117,TANTACOTO,RURAL,220,50,4,PUEBLO,-76.50349,-9.60732
1234,100311,1003110125,DOS DE MAYO,MARIAS,125,JETGA,RURAL,65,13,8,UNID.AGROPECUARIA,-76.50291,-9.62639
1235,100311,1003110123,DOS DE MAYO,MARIAS,123,TICTE,RURAL,120,30,5,CASERIO,-76.49991,-9.62047
1236,100311,1003110121,DOS DE MAYO,MARIAS,121,ILAURO,RURAL,95,30,8,UNID.AGROPECUARIA,-76.50033,-9.61764
1237,100311,1003110120,DOS DE MAYO,MARIAS,120,HUAYRAJ MACHAY,RURAL,70,20,8,UNID.AGROPECUARIA,-76.49775,-9.61531
1238,100311,1003110067,DOS DE MAYO,MARIAS,67,ALGAY,RURAL,70,20,8,UNID.AGROPECUARIA,-76.4701,-9.56251
1239,100311,1003110066,DOS DE MAYO,MARIAS,66,MARAY CHICO,RURAL,95,25,5,CASERIO,-76.47301,-9.56709
1240,100311,1003110131,DOS DE MAYO,MARIAS,131,COCHA HUASI,RURAL,65,18,8,UNID.AGROPECUARIA,-76.43362,-9.64363
1241,100311,1003110134,DOS DE MAYO,MARIAS,134,ACHIRA,RURAL,50,10,8,UNID.AGROPECUARIA,-76.39097,-9.60348
1242,100311,1003110135,DOS DE MAYO,MARIAS,135,BALSAPLAYA,RURAL,70,20,8,UNID.AGROPECUARIA,-76.38597,-9.59757
1243,100311,1003110099,DOS DE MAYO,MARIAS,99,PATAY RONDOS,RURAL,780,130,4,PUEBLO,-76.43433,-9.5963
1244,100311,1003110101,DOS DE MAYO,MARIAS,101,NAUMA,RURAL,130,30,8,UNID.AGROPECUARIA,-76.43362,-9.59241
1245,100311,1003110104,DOS DE MAYO,MARIAS,104,ICHIC MARIA,RURAL,75,25,8,UNID.AGROPECUARIA,-76.43661,-9.58966
1246,100321,1003210019,DOS DE MAYO,CHUQUIS,19,TAMBILLO,RURAL,138,33,5,CASERIO,-76.82805,-9.74347
1247,100321,1003210038,DOS DE MAYO,CHUQUIS,38,TUCUHUAIN,RURAL,63,9,6,ANEXO,-76.82723,-9.77175
1248,100311,1003110107,DOS DE MAYO,MARIAS,107,HUANCAMAYO,RURAL,80,30,5,CASERIO,-76.44386,-9.58791
1249,100311,1003110097,DOS DE MAYO,MARIAS,97,PURA,RURAL,160,40,4,PUEBLO,-76.41971,-9.57733
1250,100311,1003110096,DOS DE MAYO,MARIAS,96,JATUN PATAY,RURAL,100,25,8,UNID.AGROPECUARIA,-76.41962,-9.57417
1251,100311,1003110092,DOS DE MAYO,MARIAS,92,CHINCHAN,RURAL,50,10,8,UNID.AGROPECUARIA,-76.43037,-9.56992
1252,100311,1003110094,DOS DE MAYO,MARIAS,94,PURA COCHA,RURAL,50,15,8,UNID.AGROPECUARIA,-76.43045,-9.57375
1253,100311,1003110095,DOS DE MAYO,MARIAS,95,USHNO PAMPA,RURAL,60,15,8,UNID.AGROPECUARIA,-76.42729,-9.57508
1254,100311,1003110089,DOS DE MAYO,MARIAS,89,CUTASH,RURAL,220,32,4,PUEBLO,-76.42637,-9.56551
1255,100311,1003110090,DOS DE MAYO,MARIAS,90,INCHIC,RURAL,65,15,8,UNID.AGROPECUARIA,-76.42929,-9.56334
1256,100311,1003110088,DOS DE MAYO,MARIAS,88,MANCHA,RURAL,60,10,8,UNID.AGROPECUARIA,-76.41579,-9.56726
1257,100311,1003110084,DOS DE MAYO,MARIAS,84,TRANCAPUNTA,RURAL,50,10,8,UNID.AGROPECUARIA,-76.41271,-9.56234
1258,100311,1003110087,DOS DE MAYO,MARIAS,87,PAMPAHUASI,RURAL,80,15,8,UNID.AGROPECUARIA,-76.40971,-9.56709
1259,100311,1003110085,DOS DE MAYO,MARIAS,85,HUANCACHACA,RURAL,65,13,8,UNID.AGROPECUARIA,-76.41063,-9.56501
1260,100311,1003110083,DOS DE MAYO,MARIAS,83,PUY HUAN,RURAL,50,13,8,UNID.AGROPECUARIA,-76.40738,-9.56334
1261,100311,1003110080,DOS DE MAYO,MARIAS,80,CATALAN,RURAL,150,15,5,CASERIO,-76.41529,-9.5446
1262,100311,1003110079,DOS DE MAYO,MARIAS,79,AGUA RICA,RURAL,70,15,8,UNID.AGROPECUARIA,-76.41879,-9.54527
1263,100311,1003110075,DOS DE MAYO,MARIAS,75,MILAGRO,RURAL,200,40,5,CASERIO,-76.41837,-9.5416
1264,100311,1003110074,DOS DE MAYO,MARIAS,74,MISHQUI YACU,RURAL,60,10,8,UNID.AGROPECUARIA,-76.41712,-9.53836
1265,100311,1003110073,DOS DE MAYO,MARIAS,73,CHIPAQUILLO,RURAL,300,60,4,PUEBLO,-76.41413,-9.53644
1266,100311,1003110072,DOS DE MAYO,MARIAS,72,CUCHIRAGRA,RURAL,50,11,8,UNID.AGROPECUARIA,-76.41271,-9.53394
1267,100311,1003110071,DOS DE MAYO,MARIAS,71,PACCHAC,RURAL,84,12,8,UNID.AGROPECUARIA,-76.41113,-9.52969
1268,100311,1003110070,DOS DE MAYO,MARIAS,70,CHOGUERAGRA,RURAL,80,20,8,UNID.AGROPECUARIA,-76.42121,-9.52969
1269,100323,1003230006,DOS DE MAYO,YANAS,6,GOLGUEYCANCHA,RURAL,71,12,6,ANEXO,-76.72221,-9.68995
1270,100323,1003230010,DOS DE MAYO,YANAS,10,JATUN OGO,RURAL,57,14,6,ANEXO,-76.7345,-9.70184
1271,100323,1003230011,DOS DE MAYO,YANAS,11,TINCOJ NANE,RURAL,50,14,6,ANEXO,-76.73662,-9.70366
1272,100323,1003230014,DOS DE MAYO,YANAS,14,HUANZA PUNTA,RURAL,85,21,6,ANEXO,-76.72946,-9.70759
1273,100323,1003230015,DOS DE MAYO,YANAS,15,GUEGA CRUZ,RURAL,67,15,6,ANEXO,-76.73914,-9.70648
1274,100323,1003230019,DOS DE MAYO,YANAS,19,OCOPAMPA,RURAL,193,48,5,CASERIO,-76.73087,-9.71252
1275,100311,1003110115,DOS DE MAYO,MARIAS,115,HUISHCA,RURAL,50,18,8,UNID.AGROPECUARIA,-76.51529,-9.61263
1276,100323,1003230027,DOS DE MAYO,YANAS,27,JACHAHUAIN,RURAL,263,52,4,PUEBLO,-76.7215,-9.72754
1277,100323,1003230030,DOS DE MAYO,YANAS,30,GOSHGOYOC,RURAL,53,16,6,ANEXO,-76.71949,-9.72955
1278,100323,1003230013,DOS DE MAYO,YANAS,13,TAMBO,RURAL,278,86,4,PUEBLO,-76.72756,-9.70476
1279,100323,1003230039,DOS DE MAYO,YANAS,39,POTGARAGRA,RURAL,51,16,6,ANEXO,-76.73813,-9.73842
1280,100403,1004030045,HUACAYBAMBA,COCHABAMBA,45,CRUZ VERDE,RURAL,123,22,6,ANEXO,-76.48486,-9.19545
1281,100403,1004030037,HUACAYBAMBA,COCHABAMBA,37,SAN MARTIN,RURAL,120,35,6,ANEXO,-76.41084,-9.18127
1282,100403,1004030043,HUACAYBAMBA,COCHABAMBA,43,SANTA CRUZ,RURAL,52,8,6,ANEXO,-76.41775,-9.19792
1283,100403,1004030046,HUACAYBAMBA,COCHABAMBA,46,BELLA AURORA,RURAL,820,132,4,PUEBLO,-76.41245,-9.20631
1284,100403,1004030039,HUACAYBAMBA,COCHABAMBA,39,MAMAJUANA BAJA,RURAL,260,50,6,ANEXO,-76.35588,-9.19708
1285,100403,1004030047,HUACAYBAMBA,COCHABAMBA,47,IMBIS,RURAL,100,35,6,ANEXO,-76.36337,-9.21339
1286,100403,1004030041,HUACAYBAMBA,COCHABAMBA,41,MAMAJUANA ALTA,RURAL,80,25,6,ANEXO,-76.34414,-9.20268
1287,100403,1004030042,HUACAYBAMBA,COCHABAMBA,42,CHIHUANGALA,RURAL,190,43,6,ANEXO,-76.38227,-9.20826
1288,100503,1005030016,HUAMALIES,CHAVIN DE PARIARCA,16,PUJIN,RURAL,82,11,8,UNID.AGROPECUARIA,-76.76143,-9.38806
1289,100503,1005030026,HUAMALIES,CHAVIN DE PARIARCA,26,SAN MARTIN,RURAL,231,40,5,CASERIO,-76.76868,-9.40535
1290,100503,1005030036,HUAMALIES,CHAVIN DE PARIARCA,36,SUSUN,RURAL,52,10,8,UNID.AGROPECUARIA,-76.75645,-9.41186
1291,100503,1005030038,HUAMALIES,CHAVIN DE PARIARCA,38,ROGCHAJ,RURAL,70,12,8,UNID.AGROPECUARIA,-76.75069,-9.41412
1292,100503,1005030041,HUAMALIES,CHAVIN DE PARIARCA,41,PARIAJIRCA,RURAL,75,13,8,UNID.AGROPECUARIA,-76.75774,-9.41735
1293,100503,1005030056,HUAMALIES,CHAVIN DE PARIARCA,56,CRUZ RUMI,RURAL,61,8,8,UNID.AGROPECUARIA,-76.77462,-9.44063
1294,100503,1005030058,HUAMALIES,CHAVIN DE PARIARCA,58,PERLA PAMPA,RURAL,74,18,5,CASERIO,-76.77242,-9.44218
1295,100403,1004030038,HUACAYBAMBA,COCHABAMBA,38,FILADELFIA,RURAL,150,40,5,CASERIO,-76.31724,-9.18284
1296,100403,1004030040,HUACAYBAMBA,COCHABAMBA,40,MAMAJUANA CENTRAL,RURAL,71,15,8,UNID.AGROPECUARIA,-76.35079,-9.20146
1297,100502,1005020007,HUAMALIES,ARANCAY,7,SAN FRANCISCO DE CATAS,RURAL,357,75,5,CASERIO,-76.76945,-9.13229
1298,100502,1005020010,HUAMALIES,ARANCAY,10,HUAYLLA CANCHA,RURAL,316,73,5,CASERIO,-76.75784,-9.14174
1299,100502,1005020012,HUAMALIES,ARANCAY,12,NUEVAS FLORES,RURAL,101,24,5,CASERIO,-76.74493,-9.13761
1300,100502,1005020015,HUAMALIES,ARANCAY,15,COOPERATIVA EL BRILLANTE,RURAL,177,35,9,COOP.AGRARIA,-76.74402,-9.16166
1301,100502,1005020016,HUAMALIES,ARANCAY,16,COYLLARBAMBA O PUEBLO LIBRE,RURAL,325,64,5,CASERIO,-76.73801,-9.16359
1302,100503,1005030073,HUAMALIES,CHAVIN DE PARIARCA,73,YACUPASHTAJ,RURAL,51,11,8,UNID.AGROPECUARIA,-76.78536,-9.45337
1303,100505,1005050004,HUAMALIES,JIRCAN,4,CHEQUIAS ALTO,RURAL,147,23,5,CASERIO,-76.70912,-9.18078
1304,100503,1005030084,HUAMALIES,CHAVIN DE PARIARCA,84,CHICCHAYACU,RURAL,116,18,5,CASERIO,-76.76789,-9.47956
1305,100503,1005030088,HUAMALIES,CHAVIN DE PARIARCA,88,PEGUSH,RURAL,191,31,5,CASERIO,-76.76348,-9.48996
1306,100503,1005030094,HUAMALIES,CHAVIN DE PARIARCA,94,RAYANJIRCA,RURAL,81,15,8,UNID.AGROPECUARIA,-76.76757,-9.49903
1307,100503,1005030093,HUAMALIES,CHAVIN DE PARIARCA,93,GUEPAGAGA,RURAL,59,10,8,UNID.AGROPECUARIA,-76.77196,-9.4946
1308,100505,1005050042,HUAMALIES,JIRCAN,42,LA VICTORIA DE CHOCOPAMPA,RURAL,73,15,5,CASERIO,-76.66483,-9.25522
1309,100504,1005040005,HUAMALIES,JACAS GRANDE,5,MOJUN,RURAL,123,23,8,UNID.AGROPECUARIA,-76.77101,-9.50648
1310,100504,1005040007,HUAMALIES,JACAS GRANDE,7,MESA PATA,RURAL,143,26,5,CASERIO,-76.76962,-9.51272
1311,100504,1005040008,HUAMALIES,JACAS GRANDE,8,HUARQUISH,RURAL,113,20,8,UNID.AGROPECUARIA,-76.76521,-9.51096
1312,100505,1005050047,HUAMALIES,JIRCAN,47,JIPIAN,RURAL,58,9,6,ANEXO,-76.71872,-9.26674
1313,100505,1005050066,HUAMALIES,JIRCAN,66,CONTADERA,RURAL,55,11,6,ANEXO,-76.59996,-9.20457
1314,100507,1005070006,HUAMALIES,MONZON,6,ANAYUNGA,RURAL,154,30,5,CASERIO,-76.59219,-9.30536
1315,100507,1005070005,HUAMALIES,MONZON,5,NUEVA ESPERANZA,RURAL,160,35,5,CASERIO,-76.56176,-9.27379
1316,100507,1005070004,HUAMALIES,MONZON,4,CHIPACO O CHIPACU,RURAL,736,200,4,PUEBLO,-76.53484,-9.26421
1317,100507,1005070007,HUAMALIES,MONZON,7,8 DE AGOSTO,RURAL,156,32,5,CASERIO,-76.54978,-9.31043
1318,100507,1005070003,HUAMALIES,MONZON,3,TASUPAMPA,RURAL,160,35,6,ANEXO,-76.49088,-9.23237
1319,100507,1005070009,HUAMALIES,MONZON,9,UCHUCHACA,RURAL,205,40,5,CASERIO,-76.47595,-9.26182
1320,100507,1005070008,HUAMALIES,MONZON,8,MARAVILLAS,RURAL,100,70,5,CASERIO,-76.45989,-9.29789
1321,100507,1005070020,HUAMALIES,MONZON,20,CHAUPIACU,RURAL,350,70,5,CASERIO,-76.37267,-9.28788
1322,100507,1005070013,HUAMALIES,MONZON,13,BELLA ALTA,RURAL,92,50,5,CASERIO,-76.40818,-9.31014
1323,100504,1005040002,HUAMALIES,JACAS GRANDE,2,ANDAS,URBANO,707,142,4,PUEBLO,-76.77121,-9.52241
1324,100507,1005070012,HUAMALIES,MONZON,12,PAUCACO,RURAL,111,90,5,CASERIO,-76.42142,-9.32001
1325,100507,1005070021,HUAMALIES,MONZON,21,HUANCARUMI,RURAL,410,80,5,CASERIO,-76.34167,-9.29634
1326,100507,1005070019,HUAMALIES,MONZON,19,PISTA LOLI,RURAL,524,120,5,CASERIO,-76.38817,-9.27929
1327,100507,1005070017,HUAMALIES,MONZON,17,HUAGAY,RURAL,315,104,5,CASERIO,-76.38,-9.26703
1328,100507,1005070018,HUAMALIES,MONZON,18,PALTARAGRA,RURAL,246,50,5,CASERIO,-76.39761,-9.27196
1329,100507,1005070023,HUAMALIES,MONZON,23,MUSHCAPATA ALTA,RURAL,400,100,5,CASERIO,-76.35844,-9.249
1330,100507,1005070024,HUAMALIES,MONZON,24,MUSHCAPATA BAJA,RURAL,263,53,5,CASERIO,-76.3428,-9.25759
1331,100507,1005070026,HUAMALIES,MONZON,26,MONTE GRANDE,RURAL,327,65,5,CASERIO,-76.32998,-9.25393
1332,100507,1005070033,HUAMALIES,MONZON,33,NUEVA DELY,RURAL,178,35,5,CASERIO,-76.308,-9.27112
1333,100507,1005070031,HUAMALIES,MONZON,31,CASHAPAMPA,RURAL,598,120,4,PUEBLO,-76.32575,-9.2304
1334,100507,1005070027,HUAMALIES,MONZON,27,ALTO PERU,RURAL,308,60,5,CASERIO,-76.33703,-9.23561
1335,100504,1005040031,HUAMALIES,JACAS GRANDE,31,MISHQUEJ PAMPA,RURAL,138,23,8,UNID.AGROPECUARIA,-76.76624,-9.53143
1336,100507,1005070028,HUAMALIES,MONZON,28,SAN CRISTOBAL,RURAL,621,120,5,CASERIO,-76.3559,-9.21744
1337,100504,1005040036,HUAMALIES,JACAS GRANDE,36,VISTA ALEGRE,RURAL,342,48,4,PUEBLO,-76.75813,-9.54026
1338,100504,1005040048,HUAMALIES,JACAS GRANDE,48,HUARACAYOC,RURAL,171,31,8,UNID.AGROPECUARIA,-76.75303,-9.54911
1339,100504,1005040056,HUAMALIES,JACAS GRANDE,56,NUEVA GRANADA,RURAL,133,37,5,CASERIO,-76.74631,-9.55546
1340,100507,1005070040,HUAMALIES,MONZON,40,NUEVO ORIENTE,RURAL,178,35,5,CASERIO,-76.24629,-9.19348
1341,100507,1005070041,HUAMALIES,MONZON,41,CAMOTE,RURAL,256,50,5,CASERIO,-76.22656,-9.19912
1342,100507,1005070002,HUAMALIES,MONZON,2,CACHICOTO,URBANO,1252,200,4,PUEBLO,-76.23938,-9.21138
1343,100504,1005040044,HUAMALIES,JACAS GRANDE,44,TAURIYOG,RURAL,160,38,8,UNID.AGROPECUARIA,-76.73095,-9.54258
1344,100504,1005040043,HUAMALIES,JACAS GRANDE,43,SOGOPAMPA,RURAL,52,12,8,UNID.AGROPECUARIA,-76.72287,-9.54141
1345,100507,1005070045,HUAMALIES,MONZON,45,MANCHURIA,RURAL,850,160,4,PUEBLO,-76.21346,-9.21377
1346,100507,1005070043,HUAMALIES,MONZON,43,RIO ESPINO,RURAL,700,150,5,CASERIO,-76.23107,-9.20828
1347,100507,1005070039,HUAMALIES,MONZON,39,GHANJA,RURAL,281,55,5,CASERIO,-76.25023,-9.21349
1348,100507,1005070046,HUAMALIES,MONZON,46,SACHAVACA,RURAL,1080,170,4,PUEBLO,-76.19401,-9.20194
1349,100507,1005070047,HUAMALIES,MONZON,47,PAUJIL,RURAL,156,30,5,CASERIO,-76.1788,-9.21124
1350,100507,1005070048,HUAMALIES,MONZON,48,PALO WIMBA,RURAL,250,100,5,CASERIO,-76.1664,-9.20433
1351,100507,1005070049,HUAMALIES,MONZON,49,PALO ACERO,RURAL,780,170,4,PUEBLO,-76.13949,-9.21025
1352,100507,1005070050,HUAMALIES,MONZON,50,SHITARI,RURAL,145,33,5,CASERIO,-76.113,-9.21377
1353,100507,1005070051,HUAMALIES,MONZON,51,AGUA BLANCA,RURAL,300,150,5,CASERIO,-76.08904,-9.2242
1354,100504,1005040064,HUAMALIES,JACAS GRANDE,64,NUEVAS FLORES,RURAL,215,67,5,CASERIO,-76.74364,-9.57347
1355,100507,1005070052,HUAMALIES,MONZON,52,NUEVO RONDOS,RURAL,190,40,5,CASERIO,-76.08904,-9.28168
1356,100507,1005070053,HUAMALIES,MONZON,53,LA MOYUNA,RURAL,177,35,5,CASERIO,-76.11088,-9.29521
1357,100504,1005040069,HUAMALIES,JACAS GRANDE,69,CASHACANCHA,RURAL,53,10,8,UNID.AGROPECUARIA,-76.72632,-9.57039
1358,100507,1005070054,HUAMALIES,MONZON,54,CORVINILLA,RURAL,162,32,5,CASERIO,-76.14132,-9.29803
1359,100507,1005070055,HUAMALIES,MONZON,55,CORNIVILLA COLORADA,RURAL,110,34,5,CASERIO,-76.1788,-9.29944
1360,100507,1005070038,HUAMALIES,MONZON,38,SHIANCA,RURAL,355,80,5,CASERIO,-76.27489,-9.29817
1361,100507,1005070037,HUAMALIES,MONZON,37,BERDUM,RURAL,214,42,5,CASERIO,-76.27996,-9.26393
1362,100507,1005070036,HUAMALIES,MONZON,36,TAZO GRANDE,RURAL,1200,140,4,PUEBLO,-76.27841,-9.2211
1363,100504,1005040092,HUAMALIES,JACAS GRANDE,92,PAMPARAHUAY,RURAL,126,39,5,CASERIO,-76.71136,-9.54082
1364,100507,1005070044,HUAMALIES,MONZON,44,SANTA ROSA DE CHACRITA,RURAL,127,25,5,CASERIO,-76.21642,-9.22603
1365,100504,1005040091,HUAMALIES,JACAS GRANDE,91,UTUYUPAYO,RURAL,91,15,8,UNID.AGROPECUARIA,-76.70739,-9.54537
1366,100504,1005040096,HUAMALIES,JACAS GRANDE,96,JATUNHOGO,RURAL,75,15,8,UNID.AGROPECUARIA,-76.69396,-9.52563
1367,100504,1005040106,HUAMALIES,JACAS GRANDE,106,IGLESIAYOC,RURAL,51,11,8,UNID.AGROPECUARIA,-76.67687,-9.52981
1368,100504,1005040121,HUAMALIES,JACAS GRANDE,121,RUMICHACA,RURAL,88,20,5,CASERIO,-76.67236,-9.53448
1369,100504,1005040123,HUAMALIES,JACAS GRANDE,123,QUEROPATA,RURAL,203,42,8,UNID.AGROPECUARIA,-76.6696,-9.5406
1370,100504,1005040114,HUAMALIES,JACAS GRANDE,114,SOGOBAMBA,RURAL,251,38,4,PUEBLO,-76.64407,-9.52064
1371,100504,1005040113,HUAMALIES,JACAS GRANDE,113,RUPAHUAYIN,RURAL,73,11,8,UNID.AGROPECUARIA,-76.64634,-9.51375
1372,100103,1001030135,HUANUCO,CHINCHAO,135,HUANCHUYRO,RURAL,50,15,6,ANEXO,-76.03307,-9.81872
1373,100504,1005040130,HUAMALIES,JACAS GRANDE,130,LLIULLI,RURAL,77,14,8,UNID.AGROPECUARIA,-76.62844,-9.53554
1374,100504,1005040134,HUAMALIES,JACAS GRANDE,134,VIUDA,RURAL,69,11,8,UNID.AGROPECUARIA,-76.55748,-9.53011
1375,100504,1005040135,HUAMALIES,JACAS GRANDE,135,MUCHCAPATA (CAPILLA TAMBO),RURAL,80,15,5,CASERIO,-76.55668,-9.53429
1376,100103,1001030002,HUANUCO,CHINCHAO,2,SANTA TERESITA,RURAL,150,46,8,UNID.AGROPECUARIA,-76.05023,-9.51653
1377,100103,1001030010,HUANUCO,CHINCHAO,10,SAN JUAN DE CAYUMBA ALTA,RURAL,169,28,5,CASERIO,-76.0117,-9.53161
1378,100103,1001030052,HUANUCO,CHINCHAO,52,TRES CANTARILLAS,RURAL,119,26,5,CASERIO,-76.05822,-9.62043
1379,100103,1001030004,HUANUCO,CHINCHAO,4,EXPENDICION,RURAL,277,50,5,CASERIO,-75.97761,-9.5064
1380,100103,1001030027,HUANUCO,CHINCHAO,27,PUQUIO CHIHUANGALA,RURAL,118,26,5,CASERIO,-75.9515,-9.55502
1381,100103,1001030022,HUANUCO,CHINCHAO,22,SANTA ANA DE PILLAO,RURAL,76,14,5,CASERIO,-75.93029,-9.54899
1382,100103,1001030013,HUANUCO,CHINCHAO,13,SANTA ROSA BAJA,RURAL,125,25,6,ANEXO,-75.91217,-9.52581
1383,100103,1001030006,HUANUCO,CHINCHAO,6,SANTA ROSA ALTA,RURAL,200,40,6,ANEXO,-75.91103,-9.51749
1384,100103,1001030005,HUANUCO,CHINCHAO,5,SAN MIGUEL,RURAL,250,45,5,CASERIO,-75.90532,-9.5077
